YYYY	MM	DD	hh	mm	d18O
2007	11	14	0	0	-9.58
2007	11	15	0	0	-9.58
2007	11	16	0	0	
2007	11	17	0	0	
2007	11	18	0	0	
2007	11	19	0	0	
2007	11	20	0	0	
2007	11	21	0	0	
2007	11	22	0	0	
2007	11	23	0	0	-12.47
2007	11	24	0	0	-12.47
2007	11	25	0	0	-12.47
2007	11	26	0	0	
2007	11	27	0	0	
2007	11	28	0	0	
2007	11	29	0	0	
2007	11	30	0	0	-12.47
2007	12	1	0	0	-12.47
2007	12	2	0	0	-12.47
2007	12	3	0	0	-12.47
2007	12	4	0	0	-12.47
2007	12	5	0	0	-12.47
2007	12	6	0	0	-11.3
2007	12	7	0	0	-11.3
2007	12	8	0	0	-11.3
2007	12	9	0	0	-11.3
2007	12	10	0	0	-11.3
2007	12	11	0	0	-11.3
2007	12	12	0	0	-11.3
2007	12	13	0	0	-11.3
2007	12	14	0	0	
2007	12	15	0	0	
2007	12	16	0	0	
2007	12	17	0	0	
2007	12	18	0	0	
2007	12	19	0	0	
2007	12	20	0	0	
2007	12	21	0	0	
2007	12	22	0	0	
2007	12	23	0	0	
2007	12	24	0	0	
2007	12	25	0	0	
2007	12	26	0	0	-8.45
2007	12	27	0	0	
2007	12	28	0	0	
2007	12	29	0	0	
2007	12	30	0	0	-8.45
2007	12	31	0	0	
