YYYY	MM	DD	hh	mm	PET	R_R0
2016	3	20	0	0	1.166182386	0
2016	3	21	0	0	0.676263024	0
2016	3	22	0	0	2.083987231	0
2016	3	23	0	0	0.710924089	0
2016	3	24	0	0	1.407609614	0
2016	3	25	0	0	0.570643491	0
2016	3	26	0	0	2.317447356	0
2016	3	27	0	0	0.746078189	0
2016	3	28	0	0	2.038393477	0
2016	3	29	0	0	1.882916549	0
2016	3	30	0	0	1.995248693	0
2016	3	31	0	0	2.370762301	0
2016	4	1	0	0	1.347619035	0
2016	4	2	0	0	1.307997629	0
2016	4	3	0	0	2.238704029	0
2016	4	4	0	0	2.6714022219999998	0
2016	4	5	0	0	2.108029751	0
2016	4	6	0	0	1.939202385	0
2016	4	7	0	0	0.829024144	0
2016	4	8	0	0	0.605981115	0
2016	4	9	0	0	0.303742463	0
2016	4	10	0	0	2.8586291090000002	0
2016	4	11	0	0	2.896811607	0
2016	4	12	0	0	2.701144453	0
2016	4	13	0	0	0.691528542	0
2016	4	14	0	0	1.483404573	0
2016	4	15	0	0	0.799115856	0
2016	4	16	0	0	1.2246902530000001	0
2016	4	17	0	0	1.006402344	0
2016	4	18	0	0	0.211302995	0
2016	4	19	0	0	2.11543517	0
2016	4	20	0	0	3.4421498170000002	0
2016	4	21	0	0	3.045743939	0
2016	4	22	0	0	2.960865506	0
2016	4	23	0	0	0.607381678	0
2016	4	24	0	0	1.390460356	0
2016	4	25	0	0	1.655793798	0
2016	4	26	0	0	0.8960612450000001	0
2016	4	27	0	0	1.621383394	0
2016	4	28	0	0	2.740282343	0
2016	4	29	0	0	3.404633124	0
2016	4	30	0	0	2.769623192	0
2016	5	1	0	0	0.20591583100000002	0
2016	5	2	0	0	1.943704143	0
2016	5	3	0	0	2.076945728	0
2016	5	4	0	0	3.119488237	0
2016	5	5	0	0	4.082011055	0
2016	5	6	0	0	4.043501384	0
2016	5	7	0	0	3.373565599	0
2016	5	8	0	0	3.772060027	0
2016	5	9	0	0	2.987195476	0
2016	5	10	0	0	3.027627248	0
2016	5	11	0	0	1.846324272	0
2016	5	12	0	0	0.40253743599999997	0
2016	5	13	0	0	0.292550136	0
2016	5	14	0	0	1.250878005	0
2016	5	15	0	0	2.356718627	0
2016	5	16	0	0	1.354108573	0
2016	5	17	0	0	2.76154689	0
2016	5	18	0	0	3.41537616	0
2016	5	19	0	0	1.335143503	0
2016	5	20	0	0	3.290948877	0
2016	5	21	0	0	4.172083525	0
2016	5	22	0	0	4.164796978	0
2016	5	23	0	0	0.68665749	0
2016	5	24	0	0	1.673709217	0
2016	5	25	0	0	3.039596139	0
2016	5	26	0	0	4.295297022	0
2016	5	27	0	0	3.939030502	0
2016	5	28	0	0	2.389224976	0
2016	5	29	0	0	0.870645513	0
2016	5	30	0	0	2.493069232	0
2016	5	31	0	0	2.879218895	0
2016	6	1	0	0	2.156091047	0
2016	6	2	0	0	2.746176613	0
2016	6	3	0	0	1.868053953	0
2016	6	4	0	0	1.605233876	0
2016	6	5	0	0	1.976175627	0
2016	6	6	0	0	3.639755897	0
2016	6	7	0	0	3.290162177	0
2016	6	8	0	0	0.247281147	0
2016	6	9	0	0	2.469062	0
2016	6	10	0	0	4.300910696	0
2016	6	11	0	0	2.212572673	0
2016	6	12	0	0	1.549462096	0
2016	6	13	0	0	1.246140334	0
2016	6	14	0	0	1.760359878	0
2016	6	15	0	0	2.017265481	0
2016	6	16	0	0	0.660491119	0
2016	6	17	0	0	3.106140374	0
2016	6	18	0	0	2.250798508	0
2016	6	19	0	0	1.495554408	0
2016	6	20	0	0	3.843804537	0
2016	6	21	0	0	1.696195533	0
2016	6	22	0	0	4.730960446	0
2016	6	23	0	0	4.83742999	0
2016	6	24	0	0	4.782671087	0
2016	6	25	0	0	1.496695522	0
2016	6	26	0	0	1.854528412	0
2016	6	27	0	0	4.09117715	0
2016	6	28	0	0	4.471484982	0
2016	6	29	0	0	3.515430837	0
2016	6	30	0	0	2.445109225	0
2016	7	1	0	0	3.657248858	0
2016	7	2	0	0	0.637236011	0
2016	7	3	0	0	3.413937552	0
2016	7	4	0	0	4.418275932	0
2016	7	5	0	0	4.265701788	0
2016	7	6	0	0	3.957778297	0
2016	7	7	0	0	4.657469649	0
2016	7	8	0	0	4.307622625	0
2016	7	9	0	0	4.44004208	0
2016	7	10	0	0	5.024564103	0
2016	7	11	0	0	2.984702136	0
2016	7	12	0	0	0.537502595	0
2016	7	13	0	0	0.832208877	0
2016	7	14	0	0	1.346950397	0
2016	7	15	0	0	1.859058302	0
2016	7	16	0	0	3.445128567	0
2016	7	17	0	0	4.340159266	0
2016	7	18	0	0	4.562152162	0
2016	7	19	0	0	4.668931448	0
2016	7	20	0	0	4.777004085	0
2016	7	21	0	0	2.791686189	0
2016	7	22	0	0	1.969902083	0
2016	7	23	0	0	2.674131203	0
2016	7	24	0	0	3.890740251	0
2016	7	25	0	0	2.327756719	0
2016	7	26	0	0	3.82813661	0
2016	7	27	0	0	3.309246132	0
2016	7	28	0	0	3.7328984210000002	0
2016	7	29	0	0	3.8864628320000003	0
2016	7	30	0	0	4.126606337	0
2016	7	31	0	0	0.916185936	0
2016	8	1	0	0	3.1534473210000002	0
2016	8	2	0	0	2.519352398	0
2016	8	3	0	0	3.642167546	0
2016	8	4	0	0	3.5084022950000002	0
2016	8	5	0	0	1.327177277	0
2016	8	6	0	0	3.280317435	0
2016	8	7	0	0	3.931107067	0
2016	8	8	0	0	3.963599254	0
2016	8	9	0	0	0.389263607	0
2016	8	10	0	0	2.7739807	0
2016	8	11	0	0	3.419640208	0
2016	8	12	0	0	2.291187975	0
2016	8	13	0	0	3.781130687	0
2016	8	14	0	0	3.810814266	0
2016	8	15	0	0	3.373382009	0
2016	8	16	0	0	3.362973776	0
2016	8	17	0	0	2.8955182170000002	0
2016	8	18	0	0	1.431538364	0
2016	8	19	0	0	2.624926443	0
2016	8	20	0	0	0.61108886	0
2016	8	21	0	0	2.403022422	0
2016	8	22	0	0	3.19000102	0
2016	8	23	0	0	3.7507737850000002	0
2016	8	24	0	0	3.592832004	0
2016	8	25	0	0	3.470562295	0
2016	8	26	0	0	3.5325369	0
2016	8	27	0	0	3.482047625	0
2016	8	28	0	0	4.121742407	0
2016	8	29	0	0	1.1469536070000002	0
2016	8	30	0	0	3.169572927	0
2016	8	31	0	0	3.178728389	0
2016	9	1	0	0	2.835418026	0
2016	9	2	0	0	3.0500188759999998	0
2016	9	3	0	0	2.264055653	0
2016	9	4	0	0	1.301337499	0
2016	9	5	0	0	0.853815564	0
2016	9	6	0	0	2.9454686100000003	0
2016	9	7	0	0	2.800186072	0
2016	9	8	0	0	3.06840173	0
2016	9	9	0	0	2.995549903	0
2016	9	10	0	0	2.55620846	0
2016	9	11	0	0	2.723366098	0
2016	9	12	0	0	2.771689171	0
2016	9	13	0	0	2.727779358	0
2016	9	14	0	0	2.70428493	0
2016	9	15	0	0	1.287920251	0
2016	9	16	0	0	1.422648944	0
2016	9	17	0	0	1.341034451	0
2016	9	18	0	0	0.64947302	0
2016	9	19	0	0	0.831319483	0
2016	9	20	0	0	1.383647742	0
2016	9	21	0	0	1.414518201	0
2016	9	22	0	0	1.648313234	0
2016	9	23	0	0	1.677918815	0
2016	9	24	0	0	1.732166595	0
2016	9	25	0	0	1.855565253	0
2016	9	26	0	0	1.5864457650000001	0
2016	9	27	0	0	1.268267283	0
2016	9	28	0	0	1.940352081	0
2016	9	29	0	0	2.403915213	0
2016	9	30	0	0	2.82962608	0
2016	10	1	0	0	1.478162959	0
2016	10	2	0	0	0.991094433	0
2016	10	3	0	0	1.091888341	0
2016	10	4	0	0	1.7385532639999999	0
2016	10	5	0	0	1.380985302	0
2016	10	6	0	0	1.18991603	0
2016	10	7	0	0	0.86092315	0
2016	10	8	0	0	0.36966097600000003	0
2016	10	9	0	0	0.768227447	0
2016	10	10	0	0	0.797547201	0
2016	10	11	0	0	0.891635245	0
2016	10	12	0	0	0.929024731	0
2016	10	13	0	0	0.636802176	0
2016	10	14	0	0	0.446982574	0
2016	10	15	0	0	0.746119404	0
2016	10	16	0	0	0.527779204	0
2016	10	17	0	0	0.264622685	0
2016	10	18	0	0	0.508144292	0
2016	10	19	0	0	0.346287191	0
2016	10	20	0	0	0.948840609	0
2016	10	21	0	0	0.139063599	0
2016	10	22	0	0	0.632201993	0
2016	10	23	0	0	0.140392563	0
2016	10	24	0	0	0.634619764	0
2016	10	25	0	0	0.07043197100000001	0
2016	10	26	0	0	0.211224536	0
2016	10	27	0	0	0.923089496	0
2016	10	28	0	0	0.44180646700000004	0
2016	10	29	0	0	0.329349475	0
2016	10	30	0	0	0.680796455	0
2016	10	31	0	0	0.10428043299999999	0
2016	11	1	0	0	0.693372306	0
2016	11	2	0	0	0.593687022	0
2016	11	3	0	0	0.891188223	0
2016	11	4	0	0	0.691485463	0
2016	11	5	0	0	0.229076805	0
2016	11	6	0	0	0.0	0
2016	11	7	0	0	0.0	0
2016	11	8	0	0	0.0	0
2016	11	9	0	0	0.275467163	0
2016	11	10	0	0	0.32493746700000004	0
2016	11	11	0	0	0.205979003	0
2016	11	12	0	0	0.389291311	0
2016	11	13	0	0	0.17818516	0
2016	11	14	0	0	0.12239789100000001	0
2016	11	15	0	0	0.5052372629999999	0
2016	11	16	0	0	0.21127871099999998	0
2016	11	17	0	0	0.428052118	0
2016	11	18	0	0	0.271878136	0
2016	11	19	0	0	0.283169997	0
2016	11	20	0	0	0.368718365	0
2016	11	21	0	0	0.216358462	0
2016	11	22	0	0	0.369669326	0
2016	11	23	0	0	0.219738653	0
2016	11	24	0	0	0.234364517	0
2016	11	25	0	0	0.116884048	0
2016	11	26	0	0	0.068658884	0
2016	11	27	0	0	0.196974829	0
2016	11	28	0	0	0.959834648	0
2016	11	29	0	0	0.43490165	0
2016	11	30	0	0	0.394980444	0
2016	12	1	0	0	0.274344937	0
2016	12	2	0	0	0.426110144	0
2016	12	3	0	0	0.122899906	0
2016	12	4	0	0	0.284728545	0
2016	12	5	0	0	0.124615479	0
2016	12	6	0	0	0.33954841399999997	0
2016	12	7	0	0	0.03128094	0
2016	12	8	0	0	0.333560885	0
2016	12	9	0	0	0.31424478100000003	0
2016	12	10	0	0	0.381925664	0
2016	12	11	0	0	0.071942216	0
2016	12	12	0	0	0.138500005	0
2016	12	13	0	0	0.042385394	0
2016	12	14	0	0	0.092851085	0
2016	12	15	0	0	0.013105447999999999	0
2016	12	16	0	0	0.005127304	0
2016	12	17	0	0	0.034251001	0
2016	12	18	0	0	0.20328578	0
2016	12	19	0	0	0.19452160699999999	0
2016	12	20	0	0	0.124062638	0
2016	12	21	0	0	0.023696042	0
2016	12	22	0	0	0.15908841499999998	0
2016	12	23	0	0	0.062193129	0
2016	12	24	0	0	0.340827563	0
2016	12	25	0	0	0.344035194	0
2016	12	26	0	0	0.317989463	0
2016	12	27	0	0	0.32324601399999997	0
2016	12	28	0	0	0.368812713	0
2016	12	29	0	0	0.21165452399999998	0
2016	12	30	0	0	0.036619601	0
2016	12	31	0	0	0.029486954	0
2017	1	1	0	0	0.248035275	0
2017	1	2	0	0	0.150968596	0
2017	1	3	0	0	0.075978153	0
2017	1	4	0	0	0.222916514	0
2017	1	5	0	0	0.14772021300000002	0
2017	1	6	0	0	0.316672891	0
2017	1	7	0	0	0.100889273	0
2017	1	8	0	0	0.111955891	0
2017	1	9	0	0	0.096021805	0
2017	1	10	0	0	0.045599805	0
2017	1	11	0	0	0.46791556500000003	0
2017	1	12	0	0	0.18067883299999998	0
2017	1	13	0	0	0.506183927	0
2017	1	14	0	0	0.252824675	0
2017	1	15	0	0	0.24691754900000001	0
2017	1	16	0	0	0.25591269899999997	0
2017	1	17	0	0	0.431241025	0
2017	1	18	0	0	0.558665821	0
2017	1	19	0	0	0.232850368	0
2017	1	20	0	0	0.084669932	0
2017	1	21	0	0	0.09920464400000001	0
2017	1	22	0	0	0.120281237	0
2017	1	23	0	0	0.096557946	0
2017	1	24	0	0	0.070106511	0
2017	1	25	0	0	0.157610547	0
2017	1	26	0	0	0.14723983499999999	0
2017	1	27	0	0	0.367894972	0
2017	1	28	0	0	0.50775146	0
2017	1	29	0	0	0.554404519	0
2017	1	30	0	0	0.182983998	0
2017	1	31	0	0	0.118722308	0
2017	2	1	0	0	0.313113985	0
2017	2	2	0	0	0.221456394	0
2017	2	3	0	0	0.583621156	0
2017	2	4	0	0	0.661781099	0
2017	2	5	0	0	0.15665651	0
2017	2	6	0	0	0.35543984	0
2017	2	7	0	0	0.29607656	0
2017	2	8	0	0	0.080654725	0
2017	2	9	0	0	0.177916726	0
2017	2	10	0	0	0.296142072	0
2017	2	11	0	0	0.360656204	0
2017	2	12	0	0	0.490178569	0
2017	2	13	0	0	0.3077584	0
2017	2	14	0	0	0.518304989	0
2017	2	15	0	0	0.879390431	0
2017	2	16	0	0	1.074517818	0
2017	2	17	0	0	0.095170891	0
2017	2	18	0	0	0.621793416	0
2017	2	19	0	0	0.9738129409999999	0
2017	2	20	0	0	1.082710938	0
2017	2	21	0	0	0.5395579580000001	0
2017	2	22	0	0	1.220051321	0
2017	2	23	0	0	3.19185433	0
2017	2	24	0	0	1.142077327	0
2017	2	25	0	0	0.759482648	0
2017	2	26	0	0	1.200636665	0
2017	2	27	0	0	1.6558719290000001	0
2017	2	28	0	0	0.654932682	0
2017	3	1	0	0	0.949697651	0
2017	3	2	0	0	1.393823953	0
2017	3	3	0	0	1.136326079	0
2017	3	4	0	0	1.530682444	0
2017	3	5	0	0	1.168878062	0
2017	3	6	0	0	0.38687643	0
2017	3	7	0	0	0.514965643	0
2017	3	8	0	0	0.71822493	0
2017	3	9	0	0	0.30419826899999997	0
2017	3	10	0	0	1.827858826	0
2017	3	11	0	0	1.773695184	0
2017	3	12	0	0	1.766411828	0
2017	3	13	0	0	1.75341284	0
2017	3	14	0	0	1.820486217	0
2017	3	15	0	0	2.041391741	0
2017	3	16	0	0	2.068774487	0
2017	3	17	0	0	2.618550244	0
2017	3	18	0	0	0.58324515	0
2017	3	19	0	0	1.327421426	0
2017	3	20	0	0	1.224195333	0
2017	3	21	0	0	1.397441914	0
2017	3	22	0	0	0.362059328	0
2017	3	23	0	0	2.312665605	0
2017	3	24	0	0	1.025298688	0
2017	3	25	0	0	2.008050681	0
2017	3	26	0	0	1.373460047	0
2017	3	27	0	0	2.288309129	0
2017	3	28	0	0	2.588965505	0
2017	3	29	0	0	2.401312366	0
2017	3	30	0	0	2.598094397	0
2017	3	31	0	0	2.690359913	0
2017	4	1	0	0	2.725446651	0
2017	4	2	0	0	1.866136328	0
2017	4	3	0	0	2.3376812019999997	0
2017	4	4	0	0	1.742867654	0
2017	4	5	0	0	1.9796063949999998	0
2017	4	6	0	0	2.211075049	0
2017	4	7	0	0	2.6619200270000003	0
2017	4	8	0	0	2.821534354	0
2017	4	9	0	0	3.282175448	0
2017	4	10	0	0	3.836575173	0
2017	4	11	0	0	1.953251943	0
2017	4	12	0	0	3.45546906	0
2017	4	13	0	0	3.4822651440000003	0
2017	4	14	0	0	1.9619917850000002	0
2017	4	15	0	0	1.278026356	0
2017	4	16	0	0	0.48780835699999997	0
2017	4	17	0	0	1.318364437	0
2017	4	18	0	0	1.541645125	0
2017	4	19	0	0	0.808874586	0
2017	4	20	0	0	2.058944432	0
2017	4	21	0	0	2.7361084509999998	0
2017	4	22	0	0	3.013757247	0
2017	4	23	0	0	2.636693903	0
2017	4	24	0	0	3.3451858800000003	0
2017	4	25	0	0	0.530977398	0
2017	4	26	0	0	0.366189785	0
2017	4	27	0	0	0.341977341	0
2017	4	28	0	0	0.689670751	0
2017	4	29	0	0	2.991927872	0
2017	4	30	0	0	3.566973998	0
2017	5	1	0	0	0.525386821	0
2017	5	2	0	0	2.312639869	0
2017	5	3	0	0	1.969272518	0
2017	5	4	0	0	1.525981929	0
2017	5	5	0	0	3.573637639	0
2017	5	6	0	0	1.220606407	0
2017	5	7	0	0	0.947541632	0
2017	5	8	0	0	0.772295034	0
2017	5	9	0	0	2.030260602	0
2017	5	10	0	0	3.64062638	0
2017	5	11	0	0	2.1544797	0
2017	5	12	0	0	2.9811235259999997	0
2017	5	13	0	0	3.144270948	0
2017	5	14	0	0	2.354735233	0
2017	5	15	0	0	3.736803603	0
2017	5	16	0	0	4.406263869	0
2017	5	17	0	0	4.194790337	0
2017	5	18	0	0	3.266703171	0
2017	5	19	0	0	0.769705792	0
2017	5	20	0	0	2.288682454	0
2017	5	21	0	0	3.936031612	0
2017	5	22	0	0	4.341464796	0
2017	5	23	0	0	4.301668552	0
2017	5	24	0	0	3.750545144	0
2017	5	25	0	0	4.369060221	0
2017	5	26	0	0	5.074768539	0
2017	5	27	0	0	4.591621851	0
2017	5	28	0	0	4.301969078	0
2017	5	29	0	0	5.234058833	0
2017	5	30	0	0	5.212506498	0
2017	5	31	0	0	3.514838811	0
2017	6	1	0	0	3.643983367	0
2017	6	2	0	0	4.361121885	0
2017	6	3	0	0	4.060981713	0
2017	6	4	0	0	3.403464683	0
2017	6	5	0	0	0.864668308	0
2017	6	6	0	0	1.8972707309999999	0
2017	6	7	0	0	3.685397511	0
2017	6	8	0	0	4.184443568	0
2017	6	9	0	0	2.829570554	0
2017	6	10	0	0	4.347225075	0
2017	6	11	0	0	4.933169633	0
2017	6	12	0	0	3.43689733	0
2017	6	13	0	0	4.962392546	0
2017	6	14	0	0	2.789556063	0
2017	6	15	0	0	4.555042471	0
2017	6	16	0	0	5.136935022	0
2017	6	17	0	0	4.48055656	0
2017	6	18	0	0	5.047706015	0
2017	6	19	0	0	4.8347145430000005	0
2017	6	20	0	0	5.349055177	0
2017	6	21	0	0	4.516977731	0
2017	6	22	0	0	5.289530158	0
2017	6	23	0	0	5.11955981	0
2017	6	24	0	0	2.071113048	0
2017	6	25	0	0	3.40521813	0
2017	6	26	0	0	4.9766671460000005	0
2017	6	27	0	0	2.671725564	0
2017	6	28	0	0	2.83110799	0
2017	6	29	0	0	3.594314581	0
2017	6	30	0	0	4.2274074839999995	0
2017	7	1	0	0	3.375076768	0
2017	7	2	0	0	0.74956598	0
2017	7	3	0	0	3.5276677690000002	0
2017	7	4	0	0	4.557733188	0
2017	7	5	0	0	5.032408976	0
2017	7	6	0	0	5.630510782	0
2017	7	7	0	0	4.052615735	0
2017	7	8	0	0	3.8007997369999997	0
2017	7	9	0	0	2.145144289	0
2017	7	10	0	0	2.507314233	0
2017	7	11	0	0	2.854160426	0
2017	7	12	0	0	3.830256017	0
2017	7	13	0	0	3.445115869	0
2017	7	14	0	0	3.568481245	0
2017	7	15	0	0	3.469543984	0
2017	7	16	0	0	3.6239242320000002	0
2017	7	17	0	0	4.4915874559999995	0
2017	7	18	0	0	3.649492562	0
2017	7	19	0	0	4.7737306	0
2017	7	20	0	0	2.5621570620000003	0
2017	7	21	0	0	3.609488697	0
2017	7	22	0	0	3.8056558060000003	0
2017	7	23	0	0	1.886160892	0
2017	7	24	0	0	1.430053153	0
2017	7	25	0	0	1.473921635	0
2017	7	26	0	0	1.970759668	0
2017	7	27	0	0	1.753174181	0
2017	7	28	0	0	1.755785211	0
2017	7	29	0	0	3.51231754	0
2017	7	30	0	0	3.765439377	0
2017	7	31	0	0	2.421193219	0
2017	8	1	0	0	3.282762131	0
2017	8	2	0	0	4.196262299	0
2017	8	3	0	0	3.949928501	0
2017	8	4	0	0	3.131149959	0
2017	8	5	0	0	3.614309751	0
2017	8	6	0	0	1.735594203	0
2017	8	7	0	0	3.889283494	0
2017	8	8	0	0	0.974820744	0
2017	8	9	0	0	1.840392617	0
2017	8	10	0	0	0.383787238	0
2017	8	11	0	0	0.630298719	0
2017	8	12	0	0	1.8384810790000001	0
2017	8	13	0	0	3.317932464	0
2017	8	14	0	0	3.5720779300000003	0
2017	8	15	0	0	3.488413929	0
2017	8	16	0	0	3.113901284	0
2017	8	17	0	0	3.277938344	0
2017	8	18	0	0	3.7406271700000002	0
2017	8	19	0	0	2.547712545	0
2017	8	20	0	0	3.313160817	0
2017	8	21	0	0	1.92265174	0
2017	8	22	0	0	3.441867957	0
2017	8	23	0	0	3.269550924	0
2017	8	24	0	0	2.928311827	0
2017	8	25	0	0	2.773537138	0
2017	8	26	0	0	3.601143836	0
2017	8	27	0	0	2.2516255099999998	0
2017	8	28	0	0	2.850622001	0
2017	8	29	0	0	3.393716582	0
2017	8	30	0	0	3.497073363	0
2017	8	31	0	0	0.281678305	0
2017	9	1	0	0	0.538868213	0
2017	9	2	0	0	0.896953082	0
2017	9	3	0	0	2.125234949	0
2017	9	4	0	0	2.414404524	0
2017	9	5	0	0	3.019851214	0
2017	9	6	0	0	2.499147071	0
2017	9	7	0	0	1.655347421	0
2017	9	8	0	0	2.491301721	0
2017	9	9	0	0	0.168617462	0
2017	9	10	0	0	1.375977245	0
2017	9	11	0	0	1.401022137	0
2017	9	12	0	0	1.182041485	0
2017	9	13	0	0	1.597704381	0
2017	9	14	0	0	1.487812394	0
2017	9	15	0	0	2.070267943	0
2017	9	16	0	0	1.739672363	0
2017	9	17	0	0	1.436165085	0
2017	9	18	0	0	1.412245759	0
2017	9	19	0	0	1.082597156	0
2017	9	20	0	0	1.221005689	0
2017	9	21	0	0	1.899605875	0
2017	9	22	0	0	2.090915	0
2017	9	23	0	0	1.987613628	0
2017	9	24	0	0	1.894563202	0
2017	9	25	0	0	1.509819368	0
2017	9	26	0	0	1.25755117	0
2017	9	27	0	0	1.687966318	0
2017	9	28	0	0	1.501718051	0
2017	9	29	0	0	1.171572557	0
2017	9	30	0	0	1.469276174	0
2017	10	1	0	0	1.155186745	0
2017	10	2	0	0	0.789070584	0
2017	10	3	0	0	1.39948244	0
2017	10	4	0	0	1.117540705	0
2017	10	5	0	0	2.496761569	0
2017	10	6	0	0	0.809004389	0
2017	10	7	0	0	1.472305784	0
2017	10	8	0	0	0.475308654	0
2017	10	9	0	0	0.750470533	0
2017	10	10	0	0	1.522468207	0
2017	10	11	0	0	1.714544628	0
2017	10	12	0	0	1.51026376	0
2017	10	13	0	0	1.324314173	0
2017	10	14	0	0	1.302260651	0
2017	10	15	0	0	1.079170484	0
2017	10	16	0	0	1.432771842	0
2017	10	17	0	0	1.464216566	0
2017	10	18	0	0	1.350176542	0
2017	10	19	0	0	1.15271662	0
2017	10	20	0	0	0.953565057	0
2017	10	21	0	0	1.300124335	0
2017	10	22	0	0	0.74856256	0
2017	10	23	0	0	0.385885013	0
2017	10	24	0	0	1.03554421	0
2017	10	25	0	0	1.191416564	0
2017	10	26	0	0	1.151994184	0
2017	10	27	0	0	0.45947158	0
2017	10	28	0	0	0.969030496	0
2017	10	29	0	0	0.517558454	0
2017	10	30	0	0	0.900754564	0
2017	10	31	0	0	0.844365403	0
2017	11	1	0	0	0.7759414530000001	0
2017	11	2	0	0	1.059358628	0
2017	11	3	0	0	0.837922927	0
2017	11	4	0	0	0.679387979	0
2017	11	5	0	0	0.09861310999999999	0
2017	11	6	0	0	0.282536433	0
2017	11	7	0	0	0.167346101	0
2017	11	8	0	0	0.11747742500000001	0
2017	11	9	0	0	0.068551507	0
2017	11	10	0	0	0.343171301	0
2017	11	11	0	0	0.469194715	0
2017	11	12	0	0	0.512298765	0
2017	11	13	0	0	0.351735989	0
2017	11	14	0	0	0.369422606	0
2017	11	15	0	0	0.198979148	0
2017	11	16	0	0	0.11129942	0
2017	11	17	0	0	0.245222722	0
2017	11	18	0	0	0.131454343	0
2017	11	19	0	0	0.16809728000000002	0
2017	11	20	0	0	0.113203287	0
2017	11	21	0	0	0.455219995	0
2017	11	22	0	0	0.64552893	0
2017	11	23	0	0	0.893655081	0
2017	11	24	0	0	0.77622969	0
2017	11	25	0	0	0.148999624	0
2017	11	26	0	0	0.350666464	0
2017	11	27	0	0	0.686505632	0
2017	11	28	0	0	0.6506148390000001	0
2017	11	29	0	0	0.163734569	0
2017	11	30	0	0	0.238926565	0
2017	12	1	0	0	0.26582442100000003	0
2017	12	2	0	0	0.336728788	0
2017	12	3	0	0	0.25412682000000003	0
2017	12	4	0	0	0.048731835	0
2017	12	5	0	0	0.18327438199999999	0
2017	12	6	0	0	0.0	0
2017	12	7	0	0	0.595854038	0
2017	12	8	0	0	0.26785127000000003	0
2017	12	9	0	0	0.344485928	0
2017	12	10	0	0	0.149162342	0
2017	12	11	0	0	0.081008223	0
2017	12	12	0	0	0.289427091	0
2017	12	13	0	0	0.497482626	0
2017	12	14	0	0	0.362926089	0
2017	12	15	0	0	0.581285127	0
2017	12	16	0	0	0.057352788	0
2017	12	17	0	0	0.225935742	0
2017	12	18	0	0	0.093485583	0
2017	12	19	0	0	0.068601498	0
2017	12	20	0	0	0.075023498	0
2017	12	21	0	0	0.299481151	0
